11.100 27.000 1.192 0.485
11.350 27.000 1.233 0.416
11.550 27.000 1.264 0.288
11.800 81.000 2.696 0.458
12.050 81.000 2.781 0.384
12.250 27.000 1.286 0.078
12.250 14.000 3.761 0.425
12.500 27.000 1.269 0.012
12.500 18.000 4.401 0.499
12.750 27.000 1.247 -0.025
12.950 27.000 1.243 -0.043
12.950 18.000 4.471 0.455
13.450 63.000 3.368 -0.200
13.450 18.000 4.441 0.436
13.700 72.000 5.867 0.096
13.900 27.000 1.180 -0.041
14.150 45.000 6.404 -0.280
14.150 18.000 4.401 0.440
14.400 90.000 7.631 0.076
14.400 18.000 4.401 0.435
14.600 18.000 4.471 0.389
14.850 72.000 5.747 -0.037
14.850 18.000 4.579 0.312
15.100 18.000 4.657 0.197
15.100 61.000 2.248 0.475
15.300 63.000 2.863 -0.546
15.300 61.000 2.324 0.404
15.550 14.000 3.811 -0.037
15.550 61.000 2.388 0.329
15.800 18.000 4.718 -0.077
15.800 61.000 2.443 0.207
16.050 14.000 3.665 -0.217
16.050 61.000 2.450 0.144
16.300 81.000 2.443 -0.475
16.300 5.000 2.040 0.518
16.550 5.000 2.076 0.482
16.800 61.000 2.430 -0.029
16.800 5.000 2.082 0.444
17.000 61.000 2.388 -0.100
17.000 5.000 2.114 0.389
17.250 18.000 4.216 -0.433
17.250 5.000 2.122 0.360
17.500 61.000 2.369 -0.186
17.500 5.000 2.168 0.316
17.750 61.000 2.316 -0.202
17.750 5.000 2.126 0.321
18.000 61.000 2.302 -0.208
18.000 5.000 2.116 0.325
18.200 14.000 3.109 -0.550
18.200 5.000 2.088 0.330
18.450 7.000 3.916 0.183
18.450 5.000 2.124 0.300
18.700 5.000 2.113 0.246
18.950 5.000 2.123 0.207
19.200 5.000 2.123 0.164
19.400 5.000 2.134 0.104
19.650 5.000 2.146 0.066
19.650 36.000 2.265 0.517
19.900 5.000 2.113 -0.004
19.900 36.000 2.325 0.442
20.100 36.000 2.366 0.399
20.350 36.000 2.392 0.347
20.350 70.000 3.398 0.509
20.600 70.000 3.515 0.431
20.850 36.000 2.458 0.218
20.850 70.000 3.580 0.378
21.050 36.000 2.471 0.147
21.050 70.000 3.637 0.309
21.300 70.000 3.730 0.216
21.550 70.000 3.739 0.147
21.800 70.000 3.796 0.076
22.000 70.000 3.761 -0.047
22.250 70.000 3.715 -0.128
22.500 70.000 3.640 -0.246
22.700 70.000 3.567 -0.326
22.950 70.000 3.424 -0.405
23.200 70.000 3.211 -0.534
23.400 54.000 2.645 0.450
23.650 54.000 2.727 0.378
23.900 54.000 2.808 0.261
23.900 16.000 1.116 0.365
24.100 16.000 1.134 0.291
24.350 16.000 1.157 0.238
24.600 16.000 1.149 0.125
24.800 16.000 1.137 0.083
25.050 16.000 1.135 0.055
25.300 16.000 1.122 -0.017
25.500 16.000 1.112 -0.043
25.750 16.000 1.083 -0.116
26.000 16.000 1.073 -0.117
26.250 16.000 1.069 -0.077
26.500 16.000 1.063 -0.075
27.200 54.000 2.636 -0.221
27.650 54.000 2.609 -0.225
28.100 54.000 2.569 -0.229
28.350 54.000 2.564 -0.231
28.800 54.000 2.527 -0.231
29.050 54.000 2.507 -0.233
29.250 54.000 2.509 -0.223
29.500 54.000 2.534 -0.104
29.750 54.000 2.520 -0.073
29.950 54.000 2.524 -0.070
30.200 54.000 2.516 -0.065
30.450 54.000 2.496 -0.014
30.650 54.000 2.477 0.063
30.900 54.000 2.451 0.100
31.150 54.000 2.443 0.101
31.350 54.000 2.431 0.103
31.600 54.000 2.365 0.205
31.850 54.000 2.348 0.256
32.050 54.000 2.312 0.275
32.300 25.000 2.032 -0.423
32.300 54.000 2.264 0.325
32.550 54.000 2.183 0.403
32.800 54.000 2.151 0.438
33.000 54.000 2.127 0.447
33.250 54.000 2.051 0.506
33.500 25.000 2.125 -0.146
33.750 25.000 2.118 -0.139
33.950 25.000 2.105 -0.137
34.200 25.000 2.135 -0.069
34.450 25.000 2.084 -0.080
34.700 25.000 2.079 -0.035
34.950 25.000 2.048 0.026
35.150 25.000 2.033 0.043
35.400 25.000 2.015 0.048
35.650 25.000 2.023 0.047
35.900 25.000 1.996 0.051
36.150 25.000 1.971 0.045
36.400 25.000 1.951 0.045
36.650 25.000 1.933 0.047
36.900 25.000 1.922 0.048
37.150 25.000 1.900 0.050
37.350 70.000 2.900 -0.450
37.350 25.000 1.884 0.048
37.600 25.000 1.873 0.051
37.850 70.000 2.929 -0.443
37.850 25.000 1.865 0.053
38.100 25.000 1.844 0.048
38.300 25.000 1.821 0.050
38.550 25.000 1.809 0.049
38.800 25.000 1.782 0.124
39.050 25.000 1.723 0.256
39.250 25.000 1.677 0.326
39.500 25.000 1.593 0.442
39.750 25.000 1.528 0.517
40.000 70.000 3.044 0.089
40.200 70.000 2.981 0.219
40.450 36.000 1.924 -0.077
40.450 70.000 2.913 0.298
40.700 36.000 1.929 0.001
40.700 70.000 2.847 0.369
40.900 70.000 2.691 0.487
41.150 36.000 1.856 0.205
41.400 36.000 1.815 0.279
41.600 36.000 1.740 0.400
41.850 36.000 1.655 0.486
42.100 7.000 3.643 0.119
42.350 7.000 3.608 0.192
42.600 7.000 3.526 0.268
42.800 7.000 3.369 0.390
43.050 7.000 3.256 0.470
43.300 5.000 1.549 0.139
43.750 81.000 3.250 -0.231
43.750 5.000 1.494 0.337
44.250 81.000 3.325 -0.047
44.250 61.000 2.390 0.345
44.450 72.000 6.404 0.046
44.700 45.000 7.234 -0.249
44.700 61.000 2.303 0.415
44.950 27.000 1.738 -0.440
44.950 63.000 3.964 -0.269
44.950 9.000 5.557 -0.194
44.950 81.000 3.250 0.027
44.950 72.000 6.261 0.094
44.950 23.000 5.119 0.126
44.950 61.000 2.285 0.422
45.350 63.000 4.085 -0.250
45.350 81.000 3.224 0.041
45.350 72.000 6.261 0.096
45.350 23.000 5.119 0.144
45.350 61.000 2.231 0.447
45.750 27.000 1.702 -0.438
45.750 63.000 3.957 -0.254
45.750 9.000 5.521 -0.178
45.750 81.000 3.208 0.045
45.750 23.000 5.058 0.155
45.750 61.000 2.215 0.468
46.400 63.000 4.027 -0.056
46.400 81.000 3.109 0.242
46.650 9.000 5.521 0.108
46.650 81.000 2.991 0.331
46.850 63.000 3.971 0.083
46.850 81.000 2.927 0.384
47.100 63.000 3.950 0.148
47.100 72.000 5.414 0.512
47.350 27.000 1.757 0.006
47.550 63.000 3.863 0.228
47.550 9.000 5.224 0.309
47.800 9.000 5.146 0.348
48.050 45.000 6.877 0.314
48.050 9.000 5.142 0.349
48.300 45.000 6.992 0.315
48.300 9.000 5.119 0.354
48.500 9.000 5.119 0.358
48.750 9.000 5.119 0.353
49.000 63.000 3.710 0.278
49.000 9.000 5.119 0.349
