0.000 1.298 1.883 2.829
0.100 1.298 1.883 2.828
0.200 1.298 1.883 2.829
0.300 1.298 1.883 2.829
0.400 1.297 1.883 2.837
0.500 1.293 1.885 2.870
0.600 1.289 1.886 2.888
0.700 1.284 1.888 2.921
0.800 1.279 1.889 2.938
0.900 1.271 1.890 2.962
1.000 1.264 1.891 2.985
1.100 1.259 1.892 3.012
1.200 1.252 1.892 3.024
1.300 1.245 1.893 3.019
1.400 1.239 1.894 3.021
1.500 1.232 1.895 3.023
1.600 1.225 1.895 3.016
1.700 1.219 1.896 3.022
1.800 1.213 1.896 3.018
1.900 1.205 1.897 3.019
2.000 1.199 1.899 3.021
2.100 1.193 1.898 3.015
2.200 1.186 1.900 3.022
2.300 1.179 1.900 3.020
2.400 1.173 1.901 3.016
2.500 1.166 1.903 3.023
2.600 1.160 1.902 3.015
2.700 1.152 1.904 3.019
2.800 1.146 1.904 3.013
2.900 1.139 1.905 3.016
3.000 1.134 1.906 3.016
3.100 1.126 1.906 3.014
3.200 1.120 1.908 3.021
3.300 1.113 1.908 3.017
3.400 1.106 1.909 3.015
3.500 1.100 1.910 3.019
3.600 1.093 1.910 3.017
3.700 1.086 1.912 3.023
3.800 1.078 1.912 3.020
3.900 1.072 1.913 3.015
4.000 1.067 1.914 3.021
4.100 1.068 1.913 3.019
4.200 1.067 1.913 3.019
4.300 1.066 1.913 3.017
4.400 1.061 1.914 3.017
4.500 1.056 1.915 3.023
4.600 1.050 1.915 3.018
4.700 1.043 1.917 3.025
4.800 1.037 1.916 3.015
4.900 1.029 1.918 3.021
5.000 1.024 1.918 3.018
5.100 1.016 1.919 3.018
5.200 1.010 1.921 3.021
5.300 1.002 1.921 3.016
5.400 0.996 1.922 3.026
5.500 0.989 1.922 3.020
5.600 0.982 1.923 3.017
5.700 0.976 1.925 3.020
5.800 0.968 1.925 3.017
5.900 0.962 1.926 3.025
6.000 0.956 1.926 3.018
6.100 0.948 1.927 3.019
6.200 0.941 1.929 3.027
6.300 0.934 1.929 3.020
6.400 0.928 1.931 3.027
6.500 0.921 1.931 3.024
6.600 0.914 1.931 3.020
6.700 0.908 1.933 3.023
6.800 0.902 1.932 3.017
6.900 0.895 1.934 3.025
7.000 0.888 1.934 3.020
7.100 0.881 1.935 3.025
7.200 0.875 1.936 3.025
7.300 0.867 1.936 3.022
7.400 0.860 1.939 3.031
7.500 0.854 1.938 3.020
7.600 0.848 1.940 3.024
7.700 0.840 1.941 3.056
7.800 0.838 1.941 3.098
7.900 0.832 1.941 2.698
8.000 0.826 1.941 -3.112
8.100 0.822 1.941 -3.073
8.200 0.818 1.941 -3.038
8.300 0.812 1.941 -2.995
8.400 0.807 1.940 -2.950
8.500 0.802 1.940 -2.908
8.600 0.795 1.939 -2.870
8.700 0.791 1.939 -2.825
8.800 0.787 1.937 -2.799
8.900 0.782 1.937 -2.767
9.000 0.776 1.935 -2.724
9.100 0.772 1.933 -2.678
9.201 0.767 1.930 -2.626
9.301 0.762 1.928 -2.590
9.401 0.757 1.925 -2.557
9.501 0.753 1.923 -2.508
9.601 0.749 1.918 -2.463
9.701 0.746 1.915 -2.429
9.801 0.743 1.912 -2.394
9.901 0.737 1.909 -2.346
10.001 0.734 1.906 -2.308
10.101 0.730 1.903 -2.266
10.201 0.727 1.898 -2.231
10.301 0.724 1.894 -2.193
10.401 0.721 1.890 -2.160
10.501 0.718 1.885 -2.119
10.601 0.714 1.880 -2.083
10.701 0.712 1.876 -2.039
10.801 0.709 1.872 -2.004
10.901 0.706 1.868 -1.969
11.001 0.703 1.864 -1.928
11.101 0.702 1.859 -1.886
11.201 0.700 1.854 -1.836
11.301 0.700 1.847 -1.801
11.401 0.698 1.841 -1.759
11.501 0.697 1.837 -1.716
11.601 0.696 1.831 -1.682
11.701 0.696 1.826 -1.638
11.801 0.694 1.822 -1.599
11.901 0.695 1.816 -1.558
12.001 0.695 1.810 -1.525
12.101 0.694 1.806 -1.488
12.201 0.695 1.800 -1.462
12.301 0.695 1.793 -1.436
12.401 0.696 1.787 -1.414
12.501 0.697 1.782 -1.406
12.601 0.697 1.777 -1.399
12.701 0.699 1.769 -1.378
12.801 0.701 1.762 -1.365
12.901 0.702 1.756 -1.355
13.001 0.704 1.751 -1.347
13.101 0.706 1.742 -1.341
13.201 0.708 1.735 -1.336
13.301 0.710 1.729 -1.343
13.401 0.711 1.722 -1.339
13.501 0.713 1.715 -1.334
13.601 0.715 1.707 -1.334
13.701 0.717 1.701 -1.336
13.801 0.719 1.693 -1.337
13.901 0.721 1.686 -1.338
14.001 0.722 1.679 -1.329
14.101 0.724 1.673 -1.329
14.201 0.726 1.666 -1.341
14.301 0.727 1.659 -1.335
14.401 0.729 1.651 -1.331
14.501 0.731 1.645 -1.330
14.601 0.731 1.641 -1.279
14.701 0.732 1.637 -1.229
14.801 0.734 1.630 -1.197
14.901 0.736 1.626 -1.165
15.001 0.737 1.622 -1.121
15.101 0.740 1.616 -1.081
15.201 0.742 1.612 -1.039
15.301 0.744 1.607 -1.002
15.401 0.747 1.603 -0.961
15.501 0.749 1.598 -0.915
15.601 0.753 1.594 -0.883
15.701 0.756 1.589 -0.835
15.801 0.760 1.585 -0.789
15.901 0.764 1.580 -0.758
16.001 0.768 1.577 -0.739
16.101 0.773 1.573 -0.718
16.201 0.777 1.568 -0.684
16.301 0.781 1.564 -0.649
16.401 0.786 1.560 -0.625
16.501 0.792 1.557 -0.610
16.601 0.797 1.553 -0.584
16.701 0.802 1.549 -0.558
16.801 0.808 1.545 -0.541
16.901 0.813 1.542 -0.517
17.001 0.818 1.539 -0.491
17.101 0.824 1.536 -0.474
17.201 0.832 1.532 -0.457
17.301 0.837 1.529 -0.434
17.401 0.844 1.527 -0.411
17.501 0.850 1.523 -0.392
17.601 0.856 1.521 -0.390
17.701 0.863 1.519 -0.397
17.801 0.869 1.516 -0.387
17.901 0.875 1.513 -0.391
18.001 0.883 1.511 -0.393
18.101 0.887 1.508 -0.393
18.201 0.894 1.506 -0.391
18.301 0.901 1.503 -0.360
18.401 0.907 1.501 -0.347
18.501 0.914 1.498 -0.322
18.601 0.920 1.496 -0.300
18.701 0.926 1.494 -0.281
18.801 0.932 1.492 -0.261
18.901 0.939 1.491 -0.242
19.001 0.944 1.489 -0.219
19.101 0.950 1.487 -0.193
19.201 0.956 1.486 -0.171
19.301 0.964 1.485 -0.148
19.401 0.968 1.484 -0.124
19.501 0.975 1.483 -0.102
19.601 0.982 1.482 -0.082
19.701 0.988 1.482 -0.058
19.801 0.995 1.482 -0.034
19.901 1.002 1.482 -0.018
20.001 1.008 1.482 0.001
20.101 1.014 1.482 0.028
20.201 1.019 1.481 0.054
20.301 1.026 1.481 0.085
20.401 1.032 1.482 0.106
20.501 1.037 1.483 0.137
20.601 1.043 1.484 0.165
20.701 1.049 1.485 0.187
20.801 1.055 1.486 0.218
20.901 1.061 1.487 0.254
21.001 1.066 1.488 0.287
21.101 1.072 1.489 0.322
21.201 1.078 1.491 0.359
21.301 1.083 1.493 0.395
21.401 1.089 1.495 0.423
21.501 1.094 1.497 0.463
21.601 1.098 1.499 0.499
21.701 1.103 1.502 0.536
21.801 1.108 1.504 0.576
21.901 1.112 1.507 0.608
22.001 1.117 1.511 0.651
22.101 1.121 1.514 0.688
22.201 1.125 1.516 0.728
22.301 1.129 1.519 0.780
22.401 1.133 1.522 0.816
22.501 1.137 1.526 0.857
22.601 1.140 1.530 0.889
22.701 1.144 1.534 0.928
22.801 1.147 1.539 0.966
22.901 1.150 1.542 1.014
23.001 1.152 1.546 1.059
23.101 1.155 1.551 1.098
23.201 1.158 1.555 1.136
23.301 1.160 1.559 1.178
23.401 1.162 1.565 1.224
23.501 1.165 1.570 1.264
23.601 1.166 1.574 1.297
23.701 1.168 1.578 1.350
23.801 1.170 1.584 1.386
23.901 1.170 1.590 1.422
24.001 1.172 1.594 1.464
24.101 1.172 1.600 1.498
24.201 1.174 1.603 1.543
24.301 1.175 1.608 1.580
24.401 1.174 1.616 1.617
24.501 1.175 1.621 1.640
24.601 1.174 1.628 1.663
24.701 1.173 1.636 1.681
24.801 1.173 1.641 1.710
24.901 1.173 1.647 1.736
25.001 1.171 1.655 1.751
25.101 1.170 1.661 1.775
25.201 1.171 1.667 1.804
25.301 1.168 1.672 1.816
25.401 1.167 1.680 1.841
25.501 1.166 1.686 1.861
25.601 1.166 1.692 1.889
25.701 1.164 1.699 1.908
25.801 1.161 1.706 1.894
25.901 1.160 1.713 1.907
26.001 1.156 1.720 1.892
26.101 1.155 1.725 1.900
26.201 1.153 1.733 1.895
26.301 1.150 1.738 1.886
26.401 1.149 1.745 1.897
26.501 1.146 1.752 1.891
26.601 1.145 1.757 1.893
26.701 1.143 1.764 1.894
26.801 1.140 1.770 1.886
26.901 1.139 1.774 1.904
27.001 1.136 1.782 1.897
27.101 1.134 1.789 1.887
27.201 1.132 1.794 1.890
27.301 1.131 1.800 1.908
27.402 1.128 1.808 1.894
27.502 1.125 1.815 1.881
27.602 1.123 1.821 1.888
27.702 1.121 1.829 1.886
27.802 1.119 1.833 1.884
27.902 1.117 1.841 1.886
28.002 1.114 1.847 1.891
28.102 1.113 1.853 1.888
28.202 1.110 1.860 1.881
28.302 1.108 1.866 1.888
28.402 1.107 1.873 1.889
28.502 1.104 1.878 1.880
28.602 1.102 1.886 1.883
28.702 1.100 1.891 1.887
28.802 1.097 1.897 1.872
28.902 1.096 1.904 1.876
29.002 1.094 1.912 1.890
29.102 1.091 1.918 1.880
29.202 1.089 1.925 1.872
29.302 1.087 1.930 1.835
29.402 1.086 1.931 1.799
29.502 1.087 1.937 1.780
29.602 1.085 1.941 1.740
29.702 1.084 1.946 1.742
29.802 1.084 1.953 1.740
29.902 1.082 1.959 1.730
30.002 1.081 1.967 1.737
30.102 1.080 1.973 1.734
30.202 1.079 1.979 1.733
30.302 1.078 1.986 1.723
30.402 1.078 1.992 1.686
30.502 1.076 1.995 1.634
30.602 1.076 2.000 1.608
30.702 1.075 2.005 1.569
30.802 1.073 2.013 1.567
30.902 1.074 2.018 1.570
31.002 1.074 2.026 1.562
31.102 1.073 2.032 1.564
31.202 1.074 2.038 1.559
31.302 1.073 2.047 1.549
31.402 1.074 2.052 1.538
31.502 1.074 2.055 1.486
31.602 1.075 2.061 1.445
31.702 1.074 2.066 1.407
31.802 1.074 2.070 1.378
31.902 1.076 2.077 1.382
32.002 1.077 2.083 1.382
32.102 1.078 2.090 1.383
32.202 1.079 2.097 1.371
32.302 1.080 2.101 1.325
32.402 1.081 2.105 1.288
32.502 1.082 2.110 1.255
32.602 1.084 2.116 1.219
32.702 1.086 2.122 1.226
32.802 1.088 2.129 1.217
32.902 1.091 2.135 1.226
33.002 1.092 2.140 1.217
33.102 1.095 2.147 1.197
33.202 1.096 2.151 1.153
33.302 1.097 2.154 1.120
33.402 1.099 2.159 1.082
33.502 1.103 2.164 1.042
33.602 1.106 2.171 1.055
33.702 1.108 2.176 1.049
33.802 1.113 2.182 1.044
33.902 1.115 2.188 1.042
34.002 1.120 2.195 1.028
34.102 1.121 2.199 0.996
34.202 1.125 2.203 0.991
34.302 1.130 2.213 0.994
34.402 1.132 2.217 0.984
34.502 1.136 2.221 0.956
34.602 1.140 2.227 0.927
34.702 1.145 2.232 0.916
34.802 1.149 2.238 0.899
34.902 1.152 2.243 0.879
35.002 1.157 2.249 0.856
35.102 1.161 2.253 0.864
35.202 1.167 2.259 0.867
35.302 1.170 2.265 0.857
35.402 1.175 2.269 0.861
35.502 1.179 2.275 0.861
35.602 1.183 2.280 0.859
35.702 1.189 2.284 0.866
35.802 1.191 2.290 0.858
35.902 1.197 2.295 0.866
36.002 1.203 2.300 0.870
36.102 1.206 2.306 0.863
36.202 1.211 2.310 0.865
36.302 1.215 2.315 0.858
36.402 1.219 2.319 0.864
36.502 1.224 2.325 0.854
36.602 1.227 2.330 0.855
36.702 1.233 2.334 0.861
36.802 1.237 2.340 0.858
36.902 1.242 2.345 0.859
37.002 1.247 2.350 0.863
37.102 1.250 2.356 0.853
37.202 1.255 2.361 0.859
37.302 1.259 2.366 0.861
37.402 1.265 2.371 0.863
37.502 1.269 2.376 0.865
37.602 1.272 2.382 0.855
37.702 1.279 2.385 0.868
37.802 1.281 2.391 0.857
37.902 1.285 2.397 0.859
38.002 1.291 2.402 0.864
38.102 1.296 2.408 0.859
38.202 1.301 2.412 0.869
38.302 1.304 2.418 0.863
38.402 1.309 2.423 0.864
38.502 1.313 2.429 0.857
38.602 1.316 2.432 0.810
38.702 1.321 2.437 0.771
38.802 1.324 2.440 0.738
38.902 1.327 2.445 0.697
39.002 1.331 2.449 0.656
39.102 1.335 2.452 0.617
39.202 1.337 2.456 0.573
39.302 1.342 2.458 0.537
39.402 1.345 2.462 0.500
39.502 1.349 2.463 0.453
39.602 1.354 2.464 0.412
39.702 1.360 2.469 0.360
39.802 1.364 2.469 0.326
39.902 1.368 2.470 0.286
40.002 1.373 2.470 0.255
40.102 1.378 2.472 0.210
40.202 1.383 2.474 0.174
40.302 1.388 2.475 0.130
40.402 1.392 2.476 0.092
40.502 1.397 2.478 0.053
40.602 1.401 2.478 0.017
40.702 1.408 2.479 -0.021
40.802 1.412 2.480 -0.068
40.902 1.415 2.479 -0.112
41.002 1.421 2.479 -0.147
41.102 1.426 2.480 -0.186
41.202 1.430 2.478 -0.218
41.302 1.437 2.477 -0.270
41.402 1.440 2.476 -0.305
41.502 1.445 2.475 -0.344
41.602 1.449 2.473 -0.377
41.702 1.455 2.470 -0.420
41.802 1.460 2.468 -0.466
41.902 1.464 2.467 -0.503
42.002 1.468 2.464 -0.542
42.102 1.473 2.462 -0.583
42.202 1.477 2.460 -0.623
42.302 1.481 2.457 -0.659
42.402 1.486 2.455 -0.701
42.502 1.489 2.453 -0.743
42.602 1.493 2.450 -0.781
42.702 1.496 2.446 -0.824
42.802 1.500 2.443 -0.862
